Sent_id	Split
Gos030.s25	train
Gos030.s26	train
Gos030.s27	train
Gos030.s28	train
Gos032.s70	train
Gos032.s71	train
Gos032.s72	train
Gos032.s73	train
Gos034.s10	train
Gos034.s11	train
Gos034.s12	train
Gos036.s7	train
Gos036.s8	train
Gos036.s9	train
Gos036.s10	train
Gos036.s11	train
Gos039.s174	train
Gos039.s175	train
Gos039.s176	train
Gos039.s177	train
Gos039.s178	train
Gos039.s179	train
Gos039.s180	train
Gos039.s181	train
Gos039.s182	train
Gos039.s183	train
Gos039.s184	train
Gos041.s149	train
Gos041.s151	train
Gos041.s152	train
Gos041.s153	train
Gos041.s154	train
Gos041.s155	train
Gos041.s156	train
Gos041.s157	train
Gos042.s90	train
Gos042.s91	train
Gos042.s92	train
Gos042.s93	train
Gos042.s94	train
Gos043.s77	train
Gos043.s78	train
Gos043.s79	train
Gos043.s80	train
Gos043.s81	train
Gos043.s82	train
Gos043.s83	train
Gos043.s84	train
Gos044.s6	train
Gos046.s7	train
Gos046.s8	train
Gos046.s9	train
Gos046.s10	train
Gos046.s11	train
Gos046.s12	train
Gos046.s13	train
Gos046.s14	train
Gos047.s140	train
Gos047.s141	train
Gos047.s142	train
Gos047.s143	train
Gos047.s144	train
Gos047.s145	train
Gos047.s146	train
Gos048.s108	train
Gos048.s109	train
Gos048.s110	train
Gos048.s111	train
Gos048.s112	train
Gos048.s113	train
Gos048.s114	train
Gos048.s115	train
Gos048.s116	train
Gos048.s117	train
Gos048.s119	train
Gos049.s32	train
Gos049.s33	train
Gos050.s143	train
Gos050.s144	train
Gos050.s145	train
Gos050.s146	train
Gos050.s147	train
Gos050.s148	train
Gos050.s149	train
Gos050.s150	train
Gos050.s151	train
Gos050.s152	train
Gos051.s257	train
Gos051.s258	train
Gos051.s259	train
Gos051.s261	train
Gos051.s262	train
Gos051.s263	train
Gos051.s264	train
Gos051.s265	train
Gos051.s266	train
Gos051.s267	train
Gos051.s268	train
Gos051.s269	train
Gos051.s271	train
Gos051.s272	train
Gos051.s273	train
Gos055.s403	train
Gos055.s405	train
Gos055.s407	train
Gos055.s409	train
Gos055.s410	train
Gos055.s411	train
Gos055.s412	train
Gos055.s413	train
Gos055.s414	train
Gos055.s415	train
Gos055.s416	train
Gos055.s417	train
Gos055.s418	train
Gos056.s450	train
Gos056.s452	train
Gos056.s453	train
Gos056.s454	train
Gos056.s455	train
Gos056.s456	train
Gos056.s457	train
Gos056.s458	train
Gos056.s460	train
Gos056.s461	train
Gos056.s462	train
Gos056.s463	train
Gos056.s466	train
Gos056.s468	train
Gos056.s470	train
Gos056.s471	train
Gos056.s472	train
Gos056.s473	train
Gos056.s474	train
Gos056.s475	train
Gos057.s246	train
Gos057.s247	train
Gos057.s250	train
Gos057.s251	train
Gos057.s252	train
Gos057.s253	train
Gos057.s255	train
Gos057.s256	train
Gos057.s257	train
Gos057.s258	train
Gos057.s259	train
Gos057.s261	train
Gos057.s262	train
Gos057.s263	train
Gos058.s299	train
Gos058.s301	train
Gos058.s302	train
Gos058.s303	train
Gos058.s304	train
Gos058.s306	train
Gos058.s307	train
Gos058.s308	train
Gos058.s309	train
Gos058.s310	train
Gos058.s312	train
Gos058.s314	train
Gos058.s315	train
Gos058.s316	train
Gos058.s317	train
Gos058.s318	train
Gos058.s319	train
Gos058.s321	train
Gos058.s322	train
Gos059.s101	train
Gos059.s103	train
Gos059.s104	train
Gos059.s106	train
Gos059.s107	train
Gos059.s108	train
Gos059.s109	train
Gos059.s110	train
Gos059.s111	train
Gos059.s112	train
Gos059.s113	train
Gos059.s114	train
Gos059.s115	train
Gos059.s116	train
Gos059.s117	train
Gos059.s118	train
Gos059.s119	train
Gos062.s433	train
Gos062.s434	train
Gos062.s436	train
Gos062.s438	train
Gos062.s439	train
Gos062.s441	train
Gos062.s443	train
Gos062.s445	train
Gos062.s447	train
Gos062.s448	train
Gos062.s449	train
Gos062.s450	train
Gos062.s451	train
Gos062.s452	train
Gos062.s454	train
Gos062.s456	train
Gos064.s45	train
Gos064.s46	train
Gos065.s10	train
Gos067.s3	train
Gos067.s4	train
Gos067.s5	train
Gos067.s6	train
Gos068.s11	train
Gos068.s12	train
Gos069.s13	train
Gos069.s15	train
Gos069.s16	train
Gos069.s17	train
Gos070.s21	train
Gos071.s29	train
Gos072.s215	train
Gos072.s216	train
Gos072.s217	train
Gos072.s218	train
Gos072.s219	train
Gos072.s220	train
Gos072.s221	train
Gos072.s222	train
Gos072.s223	train
Gos072.s224	train
Gos072.s225	train
Gos072.s226	train
Gos072.s227	train
Gos072.s228	train
Gos073.s371	train
Gos073.s372	train
Gos073.s373	train
Gos073.s374	train
Gos073.s375	train
Gos073.s376	train
Gos073.s377	train
Gos073.s378	train
Gos073.s379	train
Gos073.s380	train
Gos073.s381	train
Gos073.s382	train
Gos073.s383	train
Gos073.s384	train
Gos073.s385	train
Gos073.s386	train
Gos073.s387	train
Gos073.s388	train
Gos073.s389	train
Gos073.s390	train
Gos074.s275	train
Gos074.s276	train
Gos074.s278	train
Gos074.s279	train
Gos074.s280	train
Gos074.s281	train
Gos074.s282	train
Gos074.s283	train
Gos074.s284	train
Gos074.s285	train
Gos074.s286	train
Gos074.s287	train
Gos074.s289	train
Gos074.s290	train
Gos074.s291	train
Gos074.s292	train
Gos074.s293	train
Gos074.s294	train
Gos075.s20	train
Gos075.s21	train
Gos076.s1	train
Gos078.s1	train
Gos079.s3	train
Gos080.s12	train
Gos081.s7	train
Gos082.s2	train
Gos086.s3	train
Gos087.s2	train
Gos090.s11	train
Gos091.s6	train
Gos093.s5	train
Gos094.s8	train
Gos096.s5	train
Gos097.s13	train
Gos101.s4	train
Gos104.s4	train
Gos105.s6	train
Gos107.s15	train
Gos108.s4	train
Gos108.s5	train
Gos111.s20	train
Gos111.s21	train
Gos114.s41	train
Gos114.s42	train
Gos114.s43	train
Gos114.s44	train
Gos115.s79	train
Gos115.s80	train
Gos115.s81	train
Gos118.s81	train
Gos118.s82	train
Gos118.s83	train
Gos118.s84	train
Gos120.s3	train
Gos120.s4	train
Gos120.s5	train
Gos120.s6	train
Gos120.s8	train
Gos120.s9	train
Gos122.s40	train
Gos122.s41	train
Gos122.s42	train
Gos123.s78	train
Gos123.s79	train
Gos123.s80	train
Gos123.s81	train
Gos123.s82	train
Gos123.s83	train
Gos123.s84	train
Gos123.s85	train
Gos123.s86	train
Gos123.s87	train
Gos123.s88	train
Gos123.s89	train
Gos123.s90	train
Gos123.s91	train
Gos124.s35	train
Gos124.s36	train
Gos124.s37	train
Gos124.s38	train
Gos124.s39	train
Gos124.s40	train
Gos124.s41	train
Gos124.s42	train
Gos124.s43	train
Gos124.s45	train
Gos124.s46	train
Gos124.s47	train
Gos124.s48	train
Gos125.s69	train
Gos125.s70	train
Gos125.s71	train
Gos125.s72	train
Gos125.s73	train
Gos125.s74	train
Gos128.s12	train
Gos128.s13	train
Gos128.s14	train
Gos128.s15	train
Gos128.s16	train
Gos130.s157	train
Gos130.s158	train
Gos130.s159	train
Gos130.s160	train
Gos130.s161	train
Gos130.s163	train
Gos130.s164	train
Gos130.s165	train
Gos130.s166	train
Gos130.s167	train
Gos130.s168	train
Gos130.s169	train
Gos130.s170	train
Gos130.s171	train
Gos132.s130	train
Gos132.s132	train
Gos132.s133	train
Gos133.s91	train
Gos133.s92	train
Gos133.s94	train
Gos134.s78	train
Gos134.s79	train
Gos134.s80	train
Gos134.s81	train
Gos134.s82	train
Gos134.s83	train
Gos134.s84	train
Gos135.s625	train
Gos135.s626	train
Gos135.s627	train
Gos135.s628	train
Gos135.s629	train
Gos135.s630	train
Gos135.s631	train
Gos135.s632	train
Gos135.s634	train
Gos135.s636	train
Gos135.s637	train
Gos135.s638	train
Gos135.s639	train
Gos135.s640	train
Gos135.s641	train
Gos135.s642	train
Gos135.s643	train
Gos135.s644	train
Gos135.s646	train
Gos135.s647	train
Gos135.s648	train
Gos135.s649	train
Gos135.s650	train
Gos135.s651	train
Gos135.s652	train
Gos135.s653	train
Gos135.s654	train
Gos135.s655	train
Gos135.s656	train
Gos135.s657	train
Gos135.s658	train
Gos137.s562	train
Gos137.s563	train
Gos137.s564	train
Gos137.s565	train
Gos137.s566	train
Gos137.s567	train
Gos137.s568	train
Gos137.s569	train
Gos137.s570	train
Gos137.s571	train
Gos137.s572	train
Gos137.s573	train
Gos137.s574	train
Gos137.s575	train
Gos137.s576	train
Gos137.s577	train
Gos137.s578	train
Gos137.s579	train
Gos137.s580	train
Gos137.s581	train
Gos137.s582	train
Gos137.s583	train
Gos137.s584	train
Gos137.s585	train
Gos137.s586	train
Gos137.s587	train
Gos137.s588	train
Gos137.s589	train
Gos137.s590	train
Gos137.s591	train
Gos137.s593	train
Gos137.s594	train
Gos137.s595	train
Gos137.s596	train
Gos138.s21	train
Gos138.s22	train
Gos138.s23	train
Gos139.s171	train
Gos139.s172	train
Gos139.s173	train
Gos139.s174	train
Gos139.s175	train
Gos139.s176	train
Gos139.s177	train
Gos139.s178	train
Gos139.s179	train
Gos139.s180	train
Gos140.s12	train
Gos140.s13	train
Gos140.s14	train
Gos140.s15	train
Gos140.s16	train
Gos140.s17	train
Gos140.s18	train
Gos142.s159	train
Gos142.s160	train
Gos142.s161	train
Gos142.s162	train
Gos142.s163	train
Gos142.s164	train
Gos142.s165	train
Gos142.s166	train
Gos142.s167	train
Gos142.s168	train
Gos142.s169	train
Gos142.s170	train
Gos142.s171	train
Gos142.s172	train
Gos142.s173	train
Gos142.s174	train
Gos143.s116	train
Gos143.s117	train
Gos143.s118	train
Gos143.s119	train
Gos143.s120	train
Gos143.s121	train
Gos143.s122	train
Gos143.s123	train
Gos145.s206	train
Gos145.s207	train
Gos145.s208	train
Gos145.s209	train
Gos145.s210	train
Gos145.s211	train
Gos145.s212	train
Gos145.s213	train
Gos145.s214	train
Gos145.s215	train
Gos145.s216	train
Gos145.s217	train
Gos145.s218	train
Gos145.s219	train
Gos145.s220	train
Gos145.s221	train
Gos145.s222	train
Gos145.s223	train
Gos145.s224	train
Gos145.s225	train
Gos145.s226	train
Gos145.s227	train
Gos145.s228	train
Gos145.s229	train
Gos145.s230	train
Gos145.s231	train
Gos145.s232	train
Gos145.s233	train
Gos145.s234	train
Gos145.s235	train
Gos145.s236	train
Gos145.s237	train
Gos145.s238	train
Gos147.s34	train
Gos147.s35	train
Gos147.s37	train
Gos147.s38	train
Gos148.s65	train
Gos148.s66	train
Gos148.s67	train
Gos148.s68	train
Gos148.s69	train
Gos149.s23	train
Gos149.s24	train
Gos149.s25	train
Gos149.s26	train
Gos149.s27	train
Gos152.s132	train
Gos152.s133	train
Gos152.s134	train
Gos152.s135	train
Gos152.s136	train
Gos152.s137	train
Gos152.s138	train
Gos152.s139	train
Gos152.s140	train
Gos152.s141	train
Gos154.s201	train
Gos154.s202	train
Gos154.s203	train
Gos154.s204	train
Gos154.s206	train
Gos154.s207	train
Gos154.s209	train
Gos154.s210	train
Gos154.s211	train
Gos154.s212	train
Gos155.s80	train
Gos155.s81	train
Gos155.s82	train
Gos155.s83	train
Gos155.s84	train
Gos155.s85	train
Gos155.s86	train
Gos155.s87	train
Gos155.s88	train
Gos155.s89	train
Gos155.s90	train
Gos155.s91	train
Gos155.s92	train
Gos155.s93	train
Gos155.s94	train
Gos155.s95	train
Gos155.s96	train
Gos155.s97	train
Gos155.s98	train
Gos155.s100	train
Gos155.s101	train
Gos155.s102	train
Gos155.s103	train
Gos155.s104	train
Gos155.s105	train
Gos155.s106	train
Gos155.s107	train
Gos155.s108	train
Gos155.s109	train
Gos155.s110	train
Gos155.s111	train
Gos155.s112	train
Gos155.s113	train
Gos155.s114	train
Gos156.s18	train
Gos156.s19	train
Gos156.s20	train
Gos156.s21	train
Gos156.s22	train
Gos156.s23	train
Gos156.s24	train
Gos156.s25	train
Gos156.s26	train
Gos156.s27	train
Gos156.s28	train
Gos159.s569	train
Gos159.s570	train
Gos159.s571	train
Gos159.s572	train
Gos159.s573	train
Gos159.s574	train
Gos159.s575	train
Gos159.s576	train
Gos159.s577	train
Gos159.s578	train
Gos159.s579	train
Gos159.s580	train
Gos159.s581	train
Gos159.s582	train
Gos159.s583	train
Gos159.s584	train
Gos159.s585	train
Gos159.s586	train
Gos159.s587	train
Gos159.s588	train
Gos159.s589	train
Gos159.s590	train
Gos159.s591	train
Gos161.s141	train
Gos161.s143	train
Gos161.s144	train
Gos161.s145	train
Gos161.s146	train
Gos161.s147	train
Gos161.s149	train
Gos161.s150	train
Gos161.s151	train
Gos161.s152	train
Gos161.s153	train
Gos161.s154	train
Gos161.s155	train
Gos161.s156	train
Gos161.s157	train
Gos161.s158	train
Gos161.s159	train
Gos161.s160	train
Gos161.s161	train
Gos161.s162	train
Gos161.s163	train
Gos162.s489	train
Gos162.s490	train
Gos162.s492	train
Gos162.s493	train
Gos162.s494	train
Gos162.s495	train
Gos162.s496	train
Gos162.s497	train
Gos162.s498	train
Gos162.s499	train
Gos162.s500	train
Gos162.s501	train
Gos162.s502	train
Gos162.s503	train
Gos162.s504	train
Gos162.s505	train
Gos162.s506	train
Gos162.s507	train
Gos163.s217	train
Gos163.s219	train
Gos163.s220	train
Gos163.s221	train
Gos163.s222	train
Gos163.s223	train
Gos163.s224	train
Gos163.s226	train
Gos163.s228	train
Gos163.s229	train
Gos163.s230	train
Gos163.s231	train
Gos163.s232	train
Gos163.s233	train
Gos163.s234	train
Gos164.s484	train
Gos164.s485	train
Gos164.s486	train
Gos164.s487	train
Gos164.s488	train
Gos164.s489	train
Gos164.s490	train
Gos164.s491	train
Gos164.s492	train
Gos164.s493	train
Gos164.s494	train
Gos164.s495	train
Gos164.s496	train
Gos164.s497	train
Gos164.s499	train
Gos164.s500	train
Gos164.s501	train
Gos164.s503	train
Gos164.s505	train
Gos164.s506	train
Gos164.s507	train
Gos164.s508	train
Gos164.s509	train
Gos164.s511	train
Gos164.s512	train
Gos164.s513	train
Gos164.s514	train
Gos164.s515	train
Gos164.s516	train
Gos164.s517	train
Gos164.s518	train
Gos164.s519	train
Gos164.s520	train
Gos164.s521	train
Gos164.s523	train
Gos164.s524	train
Gos164.s525	train
Gos164.s526	train
Gos164.s527	train
Gos164.s528	train
Gos164.s529	train
Gos164.s530	train
Gos164.s531	train
Gos164.s532	train
Gos164.s533	train
Gos164.s534	train
Gos164.s535	train
Gos164.s536	train
Gos164.s537	train
Gos164.s538	train
Gos164.s539	train
Gos164.s540	train
Gos164.s541	train
Gos164.s542	train
Gos164.s544	train
Gos164.s545	train
Gos164.s546	train
Gos164.s547	train
Gos164.s548	train
Gos164.s549	train
Gos164.s550	train
Gos164.s551	train
Gos164.s552	train
Gos164.s553	train
Gos164.s554	train
Gos164.s555	train
Gos165.s174	train
Gos165.s175	train
Gos165.s176	train
Gos165.s177	train
Gos165.s178	train
Gos165.s179	train
Gos165.s180	train
Gos165.s181	train
Gos165.s182	train
Gos165.s183	train
Gos165.s184	train
Gos165.s185	train
Gos165.s186	train
Gos165.s187	train
Gos165.s188	train
Gos165.s190	train
Gos165.s191	train
Gos165.s192	train
Gos165.s193	train
Gos165.s194	train
Gos167.s134	train
Gos167.s135	train
Gos167.s136	train
Gos167.s138	train
Gos167.s139	train
Gos167.s140	train
Gos167.s141	train
Gos167.s142	train
Gos167.s143	train
Gos167.s144	train
Gos167.s145	train
Gos167.s146	train
Gos167.s147	train
Gos167.s148	train
Gos167.s149	train
Gos167.s150	train
Gos167.s151	train
Gos167.s152	train
Gos168.s196	train
Gos168.s198	train
Gos168.s201	train
Gos168.s202	train
Gos168.s203	train
Gos168.s204	train
Gos168.s205	train
Gos168.s206	train
Gos168.s207	train
Gos169.s148	train
Gos169.s149	train
Gos169.s150	train
Gos169.s152	train
Gos169.s153	train
Gos169.s154	train
Gos169.s155	train
Gos169.s156	train
Gos169.s157	train
Gos169.s158	train
Gos169.s159	train
Gos169.s160	train
Gos170.s128	train
Gos170.s129	train
Gos170.s130	train
Gos170.s131	train
Gos170.s132	train
Gos170.s133	train
Gos170.s135	train
Gos170.s137	train
Gos170.s139	train
Gos170.s141	train
Gos170.s143	train
Gos171.s258	train
Gos171.s260	train
Gos171.s261	train
Gos171.s263	train
Gos171.s265	train
Gos171.s267	train
Gos171.s268	train
Gos171.s269	train
Gos171.s270	train
Gos174.s20	train
Gos174.s21	train
Gos174.s22	train
Gos174.s23	train
Gos174.s24	train
Gos174.s25	train
Gos174.s26	train
Gos174.s27	train
Gos174.s28	train
Gos174.s29	train
Gos174.s30	train
Gos174.s31	train
Gos175.s145	train
Gos175.s146	train
Gos175.s147	train
Gos175.s148	train
Gos175.s149	train
Gos175.s150	train
Gos176.s764	train
Gos176.s765	train
Gos176.s766	train
Gos176.s768	train
Gos176.s769	train
Gos176.s772	train
Gos176.s774	train
Gos176.s775	train
Gos176.s778	train
Gos176.s780	train
Gos176.s781	train
Gos176.s782	train
Gos176.s783	train
Gos176.s784	train
Gos176.s785	train
Gos176.s786	train
Gos176.s787	train
Gos176.s789	train
Gos176.s790	train
Gos176.s791	train
Gos176.s792	train
Gos176.s793	train
Gos176.s794	train
Gos176.s795	train
Gos176.s796	train
Gos176.s797	train
Gos176.s798	train
Gos176.s799	train
Gos176.s800	train
Gos177.s78	train
Gos177.s79	train
Gos177.s80	train
Gos177.s82	train
Gos177.s84	train
Gos177.s85	train
Gos177.s86	train
Gos177.s87	train
Gos177.s88	train
Gos177.s89	train
Gos177.s90	train
Gos179.s154	train
Gos179.s155	train
Gos179.s156	train
Gos179.s157	train
Gos179.s158	train
Gos179.s159	train
Gos179.s160	train
Gos179.s161	train
Gos179.s162	train
Gos179.s163	train
Gos179.s165	train
Gos179.s166	train
Gos179.s167	train
Gos179.s168	train
Gos179.s169	train
Gos179.s170	train
Gos179.s171	train
Gos179.s172	train
Gos179.s173	train
Gos179.s174	train
Gos179.s175	train
Gos179.s176	train
Gos179.s177	train
Gos179.s178	train
Gos179.s179	train
Gos179.s180	train
Gos179.s181	train
Gos181.s384	train
Gos181.s385	train
Gos181.s386	train
Gos181.s388	train
Gos181.s389	train
Gos181.s391	train
Gos181.s394	train
Gos181.s395	train
Gos181.s396	train
Gos181.s397	train
Gos181.s398	train
Gos181.s399	train
Gos181.s400	train
Gos181.s401	train
Gos181.s402	train
Gos181.s403	train
Gos181.s404	train
Gos181.s405	train
Gos181.s406	train
Gos181.s407	train
Gos181.s408	train
Gos181.s410	train
Gos181.s411	train
Gos184.s154	train
Gos184.s155	train
Gos184.s156	train
Gos184.s157	train
Gos184.s158	train
Gos184.s159	train
Gos184.s160	train
Gos184.s161	train
Gos184.s162	train
Gos184.s163	train
Gos184.s164	train
Gos184.s165	train
Gos184.s166	train
Gos184.s167	train
Gos184.s168	train
Gos184.s169	train
Gos185.s157	train
Gos185.s158	train
Gos185.s159	train
Gos185.s161	train
Gos185.s162	train
Gos185.s163	train
Gos185.s164	train
Gos185.s165	train
Gos185.s166	train
Gos185.s167	train
Gos185.s168	train
Gos185.s169	train
Gos185.s170	train
Gos185.s171	train
Gos185.s172	train
Gos185.s173	train
Gos185.s174	train
Gos185.s175	train
Gos186.s133	train
Gos186.s134	train
Gos186.s135	train
Gos186.s136	train
Gos186.s137	train
Gos186.s138	train
Gos186.s139	train
Gos186.s140	train
Gos186.s141	train
Gos187.s64	train
Gos187.s65	train
Gos187.s66	train
Gos187.s68	train
Gos187.s70	train
Gos187.s72	train
Gos187.s73	train
Gos187.s74	train
Gos187.s75	train
Gos188.s139	train
Gos188.s140	train
Gos188.s141	train
Gos188.s142	train
Gos188.s143	train
Gos189.s48	train
Gos189.s49	train
Gos189.s50	train
Gos189.s51	train
Gos189.s52	train
Gos189.s53	train
Gos189.s54	train
Gos189.s55	train
Gos190.s79	train
Gos190.s80	train
Gos190.s81	train
Gos190.s82	train
Gos190.s83	train
Gos190.s84	train
Gos190.s85	train
Gos190.s86	train
Gos191.s415	train
Gos191.s416	train
Gos191.s417	train
Gos191.s418	train
Gos191.s419	train
Gos191.s420	train
Gos191.s421	train
Gos191.s422	train
Gos191.s423	train
Gos191.s425	train
Gos191.s426	train
Gos191.s428	train
Gos191.s429	train
Gos191.s430	train
Gos191.s431	train
Gos191.s432	train
Gos191.s433	train
Gos191.s434	train
Gos191.s435	train
Gos191.s436	train
Gos191.s437	train
Gos191.s438	train
Gos191.s439	train
Gos191.s441	train
Gos191.s442	train
Gos192.s70	train
Gos192.s71	train
Gos192.s72	train
Gos192.s73	train
Gos192.s74	train
Gos192.s75	train
Gos192.s76	train
Gos192.s77	train
Gos192.s78	train
Gos192.s79	train
Gos192.s80	train
Gos192.s81	train
Gos192.s82	train
Gos192.s83	train
Gos192.s84	train
Gos192.s85	train
Gos193.s138	train
Gos193.s140	train
Gos193.s141	train
Gos193.s142	train
Gos193.s143	train
Gos193.s144	train
Gos193.s145	train
Gos193.s147	train
Gos197.s43	train
Gos197.s44	train
Gos197.s45	train
Gos197.s46	train
Gos197.s47	train
Gos197.s48	train
Gos197.s49	train
Gos197.s50	train
Gos199.s319	train
Gos199.s320	train
Gos199.s321	train
Gos199.s322	train
Gos199.s323	train
Gos199.s324	train
Gos199.s325	train
Gos199.s326	train
Gos200.s72	train
Gos200.s73	train
Gos200.s74	train
Gos201.s20	train
Gos201.s21	train
Gos201.s22	train
Gos202.s69	train
Gos202.s70	train
Gos202.s71	train
Gos202.s72	train
Gos203.s56	train
Gos203.s57	train
Gos203.s58	train
Gos205.s65	train
Gos205.s66	train
Gos205.s67	train
Gos205.s68	train
Gos206.s133	train
Gos206.s134	train
Gos206.s135	train
Gos206.s136	train
Gos206.s137	train
Gos206.s138	train
Gos206.s139	train
Gos206.s140	train
Gos208.s50	train
Gos209.s69	train
Gos209.s70	train
Gos209.s71	train
Gos209.s72	train
Gos209.s73	train
Gos209.s74	train
Gos209.s75	train
Gos209.s76	train
Gos209.s78	train
Gos209.s79	train
Gos209.s80	train
Gos209.s81	train
Gos209.s82	train
Gos209.s83	train
Gos210.s13	train
Gos210.s14	train
Gos210.s15	train
Gos210.s16	train
Gos211.s21	train
Gos212.s20	train
Gos212.s22	train
Gos212.s23	train
Gos212.s24	train
Gos212.s25	train
Gos212.s26	train
Gos213.s78	train
Gos213.s79	train
Gos214.s96	train
Gos214.s97	train
Gos214.s98	train
Gos214.s99	train
Gos214.s100	train
Gos214.s101	train
Gos214.s102	train
Gos214.s103	train
Gos215.s17	train
Gos215.s18	train
Gos215.s19	train
Gos217.s88	train
Gos217.s89	train
Gos217.s90	train
Gos217.s91	train
Gos217.s93	train
Gos217.s94	train
Gos217.s95	train
Gos217.s97	train
Gos217.s98	train
Gos217.s99	train
Gos217.s100	train
Gos217.s101	train
Gos217.s102	train
Gos217.s103	train
Gos217.s104	train
Gos217.s105	train
Gos217.s106	train
Gos217.s107	train
Gos218.s562	train
Gos218.s564	train
Gos218.s566	train
Gos218.s567	train
Gos218.s568	train
Gos218.s569	train
Gos218.s570	train
Gos218.s571	train
Gos218.s572	train
Gos218.s574	train
Gos218.s576	train
Gos218.s577	train
Gos218.s578	train
Gos218.s579	train
Gos218.s580	train
Gos220.s57	train
Gos220.s58	train
Gos220.s59	train
Gos220.s60	train
Gos220.s61	train
Gos220.s62	train
Gos220.s63	train
Gos223.s339	train
Gos223.s340	train
Gos223.s341	train
Gos223.s342	train
Gos223.s343	train
Gos223.s344	train
Gos223.s345	train
Gos223.s346	train
Gos223.s347	train
Gos223.s348	train
Gos223.s349	train
Gos223.s350	train
Gos223.s351	train
Gos223.s352	train
Gos223.s353	train
Gos223.s354	train
Gos223.s355	train
Gos223.s356	train
Gos223.s357	train
Gos223.s358	train
Gos223.s359	train
Gos223.s360	train
Gos223.s361	train
Gos229.s318	train
Gos229.s319	train
Gos229.s320	train
Gos229.s321	train
Gos229.s322	train
Gos229.s323	train
Gos229.s324	train
Gos229.s325	train
Gos229.s326	train
Gos229.s327	train
Gos229.s328	train
Gos229.s330	train
Gos229.s331	train
Gos229.s332	train
Gos229.s333	train
Gos229.s334	train
Gos229.s335	train
Gos229.s337	train
Gos229.s338	train
Gos229.s339	train
Gos229.s340	train
Gos230.s98	train
Gos230.s99	train
Gos230.s101	train
Gos230.s102	train
Gos230.s103	train
Gos230.s104	train
Gos231.s52	train
Gos231.s53	train
